,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,service_years,exit_year,college
263,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2013,DETE
264,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,18-20,1 to 2 Years,2012,DETE
265,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,5 to 6 Years,2012,DETE
266,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
267,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years,2012,DETE
268,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,31-35,Under 1 Year,2012,DETE
269,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,1 to 2 Years,2012,DETE
270,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
271,False,False,False,False,False,True,False,False,True,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE
272,False,False,True,False,False,False,False,False,False,False,True,False,False,Male,56+,20 Plus Years,2012,DETE
273,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE
274,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years,2013,DETE
275,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,7 to 10 Years,2012,DETE
276,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE
277,False,False,False,False,True,True,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE
278,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,31-35,1 to 2 Years,2012,DETE
279,False,False,True,False,True,False,True,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE
280,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,DETE
281,False,False,False,False,True,True,True,False,False,False,False,False,False,Female,51-55,20 Plus Years,2013,DETE
282,False,True,False,False,False,False,False,False,False,True,False,False,False,Female,26-30,Under 1 Year,2012,DETE
283,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,5 to 6 Years,2012,DETE
284,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years,2012,DETE
285,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,Under 1 Year,2012,DETE
286,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Under 1 Year,2012,DETE
287,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE
288,False,False,False,False,False,True,False,False,True,False,True,False,False,Female,26-30,,2013,DETE
289,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2012,DETE
290,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,11 to 20 Years,2013,DETE
291,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,2013,DETE
292,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE
293,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE
294,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE
295,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,7 to 10 Years,2012,DETE
296,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,3 to 4 Years,2012,DETE
297,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE
298,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2013,DETE
299,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE
300,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,11 to 20 Years,2012,DETE
301,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,2012,DETE
302,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
303,False,False,False,False,False,True,False,False,True,False,False,False,False,Male,51-55,1 to 2 Years,2012,DETE
304,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,3 to 4 Years,2013,DETE
305,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,41-45,1 to 2 Years,2012,DETE
306,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE
307,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE
308,False,False,False,False,False,False,False,False,True,True,True,False,False,Male,51-55,20 Plus Years,2013,DETE
309,False,False,False,False,False,False,True,False,False,False,True,True,False,Female,51-55,3 to 4 Years,2012,DETE
310,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE
311,False,False,False,False,True,True,False,False,False,False,False,False,False,Male,36-40,5 to 6 Years,2013,DETE
312,False,False,False,True,False,False,False,False,False,False,True,False,True,Female,36-40,1 to 2 Years,2013,DETE
313,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
314,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,7 to 10 Years,2013,DETE
315,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE
316,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE
317,False,True,False,False,False,False,True,False,False,False,False,False,False,Male,41-45,20 Plus Years,2012,DETE
318,False,False,False,False,False,True,False,False,False,False,True,True,False,Female,46-50,Under 1 Year,2012,DETE
319,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years,2013,DETE
320,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,26-30,1 to 2 Years,2012,DETE
321,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
322,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,26-30,5 to 6 Years,2013,DETE
323,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE
324,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2012,DETE
325,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,7 to 10 Years,2012,DETE
326,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,3 to 4 Years,2012,DETE
327,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
328,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2013,DETE
329,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,2013,DETE
330,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
331,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,11 to 20 Years,2012,DETE
332,False,False,False,False,False,False,True,False,False,False,False,True,False,Female,21-25,1 to 2 Years,2012,DETE
333,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,Under 1 Year,2012,DETE
334,False,False,False,False,False,True,False,False,False,False,False,True,False,Male,51-55,,2013,DETE
335,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,Under 1 Year,2012,DETE
336,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,,,2012,DETE
337,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,11 to 20 Years,2013,DETE
338,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
339,False,False,False,True,False,False,False,False,False,False,True,True,False,Male,56+,,2013,DETE
340,False,False,False,True,False,False,False,False,False,False,False,True,False,Male,26-30,1 to 2 Years,2013,DETE
341,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
342,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Under 1 Year,2012,DETE
343,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,,2012,DETE
344,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
345,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,20 Plus Years,2012,DETE
346,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2013,DETE
347,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,3 to 4 Years,2012,DETE
348,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56+,11 to 20 Years,2013,DETE
349,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,,2013,DETE
350,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2013,DETE
351,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
352,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2013,DETE
353,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE
354,False,True,False,False,False,False,False,False,False,False,True,False,False,Male,26-30,5 to 6 Years,2013,DETE
355,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
356,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,1 to 2 Years,2013,DETE
357,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2013,DETE
358,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
359,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
360,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,Under 1 Year,2012,DETE
361,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
362,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,11 to 20 Years,2013,DETE
363,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2013,DETE
364,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,46-50,,2012,DETE
365,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,,2012,DETE
366,False,True,False,False,False,False,False,False,True,False,False,False,False,Male,21-25,3 to 4 Years,2013,DETE
367,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,1 to 2 Years,2013,DETE
368,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,11 to 20 Years,2013,DETE
369,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE
370,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,Under 1 Year,2012,DETE
371,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Under 1 Year,2012,DETE
372,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE
373,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Under 1 Year,2012,DETE
374,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,11 to 20 Years,2012,DETE
375,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,11 to 20 Years,2012,DETE
376,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,5 to 6 Years,2012,DETE
377,False,False,False,False,False,True,False,False,True,True,False,False,False,Female,46-50,,2012,DETE
378,False,False,False,False,False,True,False,False,False,False,False,True,False,Male,51-55,20 Plus Years,2013,DETE
379,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,2012,DETE
380,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,7 to 10 Years,2013,DETE
381,False,True,False,False,False,False,False,False,True,False,False,False,True,Female,26-30,5 to 6 Years,2013,DETE
382,False,False,True,False,False,False,False,False,False,False,False,True,False,Male,56+,3 to 4 Years,2012,DETE
383,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE
384,False,False,False,False,False,True,False,False,False,False,True,False,False,Male,36-40,1 to 2 Years,2013,DETE
385,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
386,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2013,DETE
387,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,20 Plus Years,2013,DETE
388,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,5 to 6 Years,2013,DETE
389,True,False,False,False,False,False,False,False,False,False,False,True,False,Female,46-50,11 to 20 Years,2013,DETE
390,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,20 Plus Years,2013,DETE
391,False,True,False,False,False,True,True,False,False,False,False,False,False,Female,31-35,5 to 6 Years,2012,DETE
392,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years,2013,DETE
393,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,3 to 4 Years,2012,DETE
394,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE
395,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE
396,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,20 Plus Years,2013,DETE
397,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
398,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,1 to 2 Years,2012,DETE
399,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,,2013,DETE
400,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
401,False,False,False,False,False,True,False,False,False,False,False,True,False,Female,56+,1 to 2 Years,2013,DETE
402,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
403,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,5 to 6 Years,2013,DETE
404,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,11 to 20 Years,2013,DETE
405,False,False,False,True,False,False,True,False,False,False,False,False,False,Female,,,2012,DETE
406,False,False,True,False,False,False,False,False,True,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
407,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,1 to 2 Years,2013,DETE
408,False,True,False,True,True,True,True,False,True,False,False,True,True,Female,26-30,5 to 6 Years,2012,DETE
409,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,,2012,DETE
410,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,5 to 6 Years,2013,DETE
411,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE
412,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,3 to 4 Years,2013,DETE
413,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
414,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,3 to 4 Years,2013,DETE
415,True,False,False,False,False,False,True,False,False,False,False,False,False,Male,26-30,Under 1 Year,2013,DETE
416,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
417,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,1 to 2 Years,2013,DETE
418,False,False,False,True,False,False,False,False,False,False,True,True,False,Male,56+,,2013,DETE
419,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,1 to 2 Years,2013,DETE
420,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
421,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE
422,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2013,DETE
423,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,1 to 2 Years,2013,DETE
424,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,7 to 10 Years,2013,DETE
425,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,26-30,3 to 4 Years,2013,DETE
426,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,1 to 2 Years,2013,DETE
427,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE
428,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2013,DETE
429,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
430,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,7 to 10 Years,2012,DETE
431,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2013,DETE
432,False,False,False,False,True,True,False,False,True,True,True,False,False,Female,26-30,3 to 4 Years,2013,DETE
433,False,False,False,False,True,False,False,False,False,False,True,False,False,Female,46-50,11 to 20 Years,2013,DETE
434,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,26-30,3 to 4 Years,2013,DETE
435,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,7 to 10 Years,2013,DETE
436,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,11 to 20 Years,2013,DETE
437,False,False,True,False,False,True,False,False,False,False,False,False,False,Female,31-35,11 to 20 Years,2013,DETE
438,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,,2013,DETE
439,False,False,False,False,True,False,False,False,True,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE
440,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE
441,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,31-35,3 to 4 Years,2013,DETE
442,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,,2013,DETE
443,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE
444,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE
445,False,False,False,False,True,False,True,False,True,False,False,True,False,Male,56+,3 to 4 Years,2012,DETE
446,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
447,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,31-35,1 to 2 Years,2012,DETE
448,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE
449,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,36-40,,2012,DETE
450,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2013,DETE
451,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2013,DETE
452,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,5 to 6 Years,2013,DETE
453,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,,2013,DETE
454,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,Under 1 Year,2013,DETE
455,False,False,True,False,False,True,False,False,False,False,True,True,False,Female,26-30,3 to 4 Years,2013,DETE
456,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Under 1 Year,2013,DETE
457,False,False,True,False,False,True,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2013,DETE
458,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2013,DETE
459,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Under 1 Year,2012,DETE
460,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,3 to 4 Years,2013,DETE
461,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,3 to 4 Years,2013,DETE
462,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,20 Plus Years,2013,DETE
463,False,False,True,False,False,False,False,False,False,False,True,True,False,Female,41-45,,2013,DETE
464,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,36-40,11 to 20 Years,2013,DETE
465,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,5 to 6 Years,2013,DETE
466,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,41-45,Under 1 Year,2013,DETE
467,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE
468,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
469,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,21-25,Under 1 Year,2013,DETE
470,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,46-50,Under 1 Year,2013,DETE
471,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,56+,,2013,DETE
472,False,False,False,False,False,True,False,False,False,False,True,True,False,Female,56+,11 to 20 Years,2013,DETE
473,False,False,False,False,True,True,False,False,True,False,False,True,False,Female,51-55,11 to 20 Years,2013,DETE
474,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2013,DETE
475,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years,2013,DETE
476,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,1 to 2 Years,2013,DETE
477,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,46-50,7 to 10 Years,2013,DETE
478,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,,2013,DETE
479,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,26-30,Under 1 Year,2013,DETE
480,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
481,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,41-45,20 Plus Years,2012,DETE
482,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2013,DETE
483,False,False,False,False,False,False,False,True,False,False,True,False,False,Female,56+,3 to 4 Years,2013,DETE
484,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
485,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,1 to 2 Years,2012,DETE
486,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,11 to 20 Years,2013,DETE
487,False,False,True,False,False,False,True,False,False,False,False,False,False,Female,56+,1 to 2 Years,2012,DETE
488,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
489,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,2012,DETE
490,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,1 to 2 Years,2013,DETE
491,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,7 to 10 Years,2013,DETE
492,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,5 to 6 Years,2013,DETE
493,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
494,False,True,False,False,False,True,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2012,DETE
495,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,1 to 2 Years,2013,DETE
496,False,False,True,False,False,False,False,False,False,False,True,True,False,Male,51-55,1 to 2 Years,2013,DETE
497,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,36-40,3 to 4 Years,2013,DETE
498,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,51-55,3 to 4 Years,2013,DETE
499,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,Under 1 Year,2013,DETE
500,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,11 to 20 Years,2013,DETE
501,False,False,True,False,False,False,False,False,False,False,True,False,False,Female,56+,20 Plus Years,2013,DETE
502,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
503,False,False,False,False,False,True,False,False,False,False,True,False,False,Male,56+,Under 1 Year,2013,DETE
504,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,1 to 2 Years,2013,DETE
505,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,46-50,,2013,DETE
506,True,False,True,False,True,False,False,False,False,False,False,False,False,Female,21-25,3 to 4 Years,2013,DETE
507,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,11 to 20 Years,2013,DETE
508,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2013,DETE
509,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2013,DETE
510,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,Under 1 Year,2013,DETE
511,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE
512,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2014,DETE
513,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
514,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years,2013,DETE
515,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE
516,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE
517,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years,2010,DETE
518,False,False,False,False,False,False,False,False,False,False,True,True,False,Male,56+,20 Plus Years,2012,DETE
519,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2013,DETE
520,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2013,DETE
521,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2013,DETE
522,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,11 to 20 Years,2013,DETE
523,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
524,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,56+,3 to 4 Years,2012,DETE
525,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE
526,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,1 to 2 Years,2013,DETE
527,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE
528,False,False,True,False,True,True,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE
529,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,,2013,DETE
530,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2013,DETE
531,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,,2013,DETE
532,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,11 to 20 Years,2013,DETE
533,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,1 to 2 Years,2013,DETE
534,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE
535,False,False,False,True,True,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2013,DETE
536,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,1 to 2 Years,2013,DETE
537,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2013,DETE
538,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,26-30,,2013,DETE
539,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,3 to 4 Years,2013,DETE
540,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,7 to 10 Years,2013,DETE
541,False,False,False,False,False,True,False,False,True,False,False,False,False,Female,41-45,1 to 2 Years,2013,DETE
542,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2013,DETE
543,True,False,False,True,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2013,DETE
544,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,3 to 4 Years,2013,DETE
