,Unnamed: 0,cf_to_public_sector,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,service_years
613,613,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years
614,614,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years
615,615,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years
616,616,False,False,False,False,False,False,False,False,False,False,False,True,True,Female,56+,20 Plus Years
617,617,False,False,False,False,False,True,False,False,True,False,True,False,False,Female,51-55,5 to 6 Years
618,618,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years
619,619,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,7 to 10 Years
620,620,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years
621,621,False,False,False,True,True,False,False,False,False,False,False,False,False,Female,51-55,1 to 2 Years
622,622,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,5 to 6 Years
623,623,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years
624,624,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years
625,625,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,1 to 2 Years
626,626,False,True,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years
627,627,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years
628,628,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years
629,629,False,False,False,False,True,False,True,False,True,False,False,False,False,Female,56+,20 Plus Years
630,630,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,5 to 6 Years
631,631,False,False,True,False,False,False,False,False,False,False,False,False,True,Male,41-45,5 to 6 Years
632,632,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Under 1 Year
633,633,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years
634,634,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years
635,635,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,20 Plus Years
636,636,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years
637,637,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Under 1 Year
638,638,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years
639,639,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,7 to 10 Years
640,640,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,5 to 6 Years
641,641,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,3 to 4 Years
642,642,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years
643,643,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,3 to 4 Years
644,644,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,5 to 6 Years
645,645,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years
646,646,False,False,False,False,True,True,False,False,True,False,False,False,False,Male,51-55,11 to 20 Years
647,647,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years
648,648,False,True,False,False,True,True,False,True,False,False,False,False,False,Female,51-55,3 to 4 Years
649,649,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,5 to 6 Years
650,650,False,True,False,False,False,False,True,False,False,False,False,False,False,Female,56+,7 to 10 Years
651,651,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,1 to 2 Years
652,652,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years
653,653,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,Under 1 Year
654,654,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years
655,655,False,False,True,False,False,False,False,False,False,False,False,True,False,Male,56+,11 to 20 Years
656,656,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,1 to 2 Years
657,657,False,False,True,True,False,False,False,False,False,False,False,True,False,Female,51-55,20 Plus Years
658,658,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years
659,659,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,
660,660,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,
661,661,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,3 to 4 Years
662,662,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,
663,663,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,
664,664,True,False,False,False,False,False,False,False,False,False,False,True,False,Male,46-50,1 to 2 Years
665,665,False,False,False,False,True,True,False,False,True,False,False,True,False,Female,,11 to 20 Years
666,666,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1 to 2 Years
667,667,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,1 to 2 Years
668,668,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years
669,669,False,True,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,Under 1 Year
670,670,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Under 1 Year
671,671,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,3 to 4 Years
672,672,False,False,False,False,True,False,False,False,False,False,True,True,False,Female,56+,11 to 20 Years
673,673,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,Under 1 Year
674,674,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years
675,675,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years
676,676,False,True,False,False,False,False,False,False,True,False,False,False,False,Female,26-30,3 to 4 Years
677,677,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years
678,678,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years
679,679,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years
680,680,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Under 1 Year
681,681,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years
682,682,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,20 Plus Years
683,683,False,True,False,False,False,False,False,False,True,False,False,False,False,Male,21-25,
684,684,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,7 to 10 Years
685,685,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,3 to 4 Years
686,686,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,
687,687,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,Under 1 Year
688,688,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years
689,689,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,
690,690,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,7 to 10 Years
691,691,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,1 to 2 Years
692,692,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years
693,693,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,3 to 4 Years
694,694,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,46-50,
695,695,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,1 to 2 Years
696,696,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,5 to 6 Years
697,697,False,False,False,False,False,False,False,False,True,False,True,True,False,Female,51-55,20 Plus Years
698,698,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,3 to 4 Years
699,699,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,
700,700,True,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,Under 1 Year
701,701,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,20 Plus Years
702,702,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years
703,703,False,False,False,False,True,False,True,False,False,False,False,False,False,Female,51-55,Under 1 Year
704,704,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,
705,705,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,
706,706,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years
707,707,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,5 to 6 Years
708,708,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,,
709,709,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,
710,710,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years
711,711,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years
712,712,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,
713,713,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years
714,714,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years
715,715,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,Under 1 Year
716,716,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,11 to 20 Years
717,717,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,7 to 10 Years
718,718,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,
719,719,False,False,False,False,False,False,True,False,True,True,False,False,False,Male,26-30,Under 1 Year
720,720,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,Under 1 Year
721,721,False,True,False,False,False,False,False,False,False,True,False,False,False,Male,21-25,Under 1 Year
722,722,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,Under 1 Year
723,723,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,Under 1 Year
724,724,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,
725,725,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,26-30,
726,726,False,False,False,False,False,False,False,False,False,True,False,True,False,Male,56+,20 Plus Years
727,727,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,11 to 20 Years
728,728,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,1 to 2 Years
729,729,False,False,False,False,True,False,True,False,False,False,False,True,False,Male,56+,
730,730,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,11 to 20 Years
731,731,False,False,False,False,True,False,False,False,True,False,True,False,False,Male,56+,11 to 20 Years
732,732,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years
733,733,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,
734,734,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years
735,735,False,False,True,True,False,False,False,False,False,False,False,False,False,Female,56+,
736,736,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years
737,737,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years
738,738,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years
739,739,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,56+,
740,740,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,
741,741,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years
742,742,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years
743,743,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,1 to 2 Years
744,744,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,7 to 10 Years
745,745,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,
746,746,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years
747,747,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,5 to 6 Years
748,748,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years
749,749,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,
750,750,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years
751,751,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,7 to 10 Years
752,752,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,
753,753,False,False,True,False,False,True,False,False,False,False,False,True,False,Female,31-35,1 to 2 Years
754,754,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,
755,755,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,Under 1 Year
756,756,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years
757,757,False,False,False,False,True,True,False,False,False,False,False,True,False,Male,56+,20 Plus Years
758,758,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,11 to 20 Years
759,759,False,False,False,False,True,True,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years
760,760,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,
761,761,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,51-55,
762,762,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Under 1 Year
763,763,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,7 to 10 Years
764,764,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,51-55,
765,765,False,False,False,False,False,True,False,False,True,False,False,True,False,Male,51-55,20 Plus Years
766,766,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,7 to 10 Years
767,767,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years
768,768,False,False,True,False,True,True,False,False,False,False,True,True,True,Male,56+,20 Plus Years
769,769,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,
770,770,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,
771,771,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,7 to 10 Years
772,772,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,7 to 10 Years
773,773,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,
774,774,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,
775,775,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,
776,776,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,31-35,
777,777,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,
778,778,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years
779,779,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years
780,780,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,
781,781,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,
782,782,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,5 to 6 Years
783,783,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,
784,784,False,True,False,False,False,True,False,False,True,False,False,True,False,Female,21-25,Under 1 Year
785,785,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,
786,786,False,True,False,False,False,True,False,False,False,True,False,False,False,Female,41-45,5 to 6 Years
787,787,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,
788,788,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,
789,789,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,11 to 20 Years
790,790,False,False,False,False,False,False,False,False,True,False,True,False,False,Male,36-40,5 to 6 Years
791,791,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,
792,792,False,False,True,False,True,False,False,False,True,False,False,False,False,Female,56+,
793,793,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years
794,794,True,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,
795,795,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,
796,796,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,
797,797,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,
798,798,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,
799,799,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,51-55,
800,800,False,False,True,False,False,False,False,False,False,False,False,True,False,Female,21-25,3 to 4 Years
801,801,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years
802,802,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,
803,803,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,7 to 10 Years
804,804,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,1 to 2 Years
805,805,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,
806,806,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,7 to 10 Years
807,807,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,36-40,7 to 10 Years
808,808,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,3 to 4 Years
809,809,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,7 to 10 Years
810,810,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,
811,811,False,False,False,False,False,False,True,False,False,False,True,True,False,Female,41-45,3 to 4 Years
812,812,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,7 to 10 Years
813,813,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,5 to 6 Years
814,814,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,
815,815,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1 to 2 Years
816,816,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years
817,817,False,False,True,True,False,False,False,False,False,False,True,False,False,Female,56+,11 to 20 Years
818,818,False,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,20 Plus Years
819,819,False,False,False,True,False,False,False,False,False,False,False,True,False,Female,31-35,5 to 6 Years
820,820,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,3 to 4 Years
821,821,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,
