index,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,service_years,exit_year,college
289,False,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,3 to 4 Years,2011,TAFE
290,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE
291,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,20 Plus Years,2011,TAFE
292,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
293,False,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,Under 1 Year,2011,TAFE
294,False,False,False,True,True,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2011,TAFE
295,False,False,False,False,False,False,False,False,True,False,False,False,Male,56+,20 Plus Years,2011,TAFE
296,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
297,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
298,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,7 to 10 Years,2011,TAFE
299,False,False,False,False,False,False,False,True,True,True,True,True,Female,56+,11 to 20 Years,2011,TAFE
300,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2011,TAFE
301,False,False,False,True,True,True,True,False,False,False,False,False,Female,46–50,5 to 6 Years,2011,TAFE
302,False,False,False,False,False,False,True,False,False,False,False,True,Male,56+,20 Plus Years,2011,TAFE
303,False,False,False,True,True,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2011,TAFE
304,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
305,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE
306,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2011,TAFE
307,False,False,True,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2011,TAFE
308,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2011,TAFE
309,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2011,TAFE
310,False,False,False,True,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2011,TAFE
311,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
312,False,False,False,False,False,False,True,False,False,True,False,False,Female,56+,11 to 20 Years,2011,TAFE
313,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2011,TAFE
314,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,1 to 2 Years,2011,TAFE
315,False,False,False,False,False,False,True,True,True,True,True,True,Female,56+,11 to 20 Years,2011,TAFE
316,False,False,False,False,False,False,False,True,True,True,True,True,Female,21–25,Under 1 Year,2011,TAFE
317,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,3 to 4 Years,2011,TAFE
318,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
319,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
320,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,3 to 4 Years,2011,TAFE
321,False,False,False,False,False,False,True,False,True,True,True,True,Female,31–35,3 to 4 Years,2011,TAFE
322,False,False,False,False,False,False,False,False,False,False,True,True,Male,41–45,7 to 10 Years,2011,TAFE
323,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2011,TAFE
324,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2011,TAFE
325,False,False,False,False,False,False,True,False,True,False,True,False,Female,56+,20 Plus Years,2011,TAFE
326,False,False,False,True,True,True,False,False,False,False,False,True,Male,51-55,20 Plus Years,2011,TAFE
327,True,False,False,False,True,False,False,False,False,False,False,False,Male,46–50,11 to 20 Years,2011,TAFE
328,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
329,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
330,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,11 to 20 Years,2011,TAFE
331,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,7 to 10 Years,2011,TAFE
332,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2011,TAFE
333,False,False,False,False,True,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE
334,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
335,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE
336,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE
337,False,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,Under 1 Year,2011,TAFE
338,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2011,TAFE
339,False,False,False,True,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
340,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE
341,False,False,False,False,False,False,False,False,False,False,False,True,Female,46–50,1 to 2 Years,2011,TAFE
342,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2011,TAFE
343,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,20 Plus Years,2011,TAFE
344,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE
345,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,11 to 20 Years,2011,TAFE
346,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,5 to 6 Years,2011,TAFE
347,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2011,TAFE
348,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE
349,False,False,False,False,False,False,False,False,True,False,False,False,Female,56+,20 Plus Years,2011,TAFE
350,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2011,TAFE
351,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE
352,False,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,Under 1 Year,2011,TAFE
353,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE
354,False,False,False,True,False,False,False,False,False,True,True,False,Female,56+,20 Plus Years,2011,TAFE
355,False,False,False,False,False,False,False,False,False,True,False,False,Female,31–35,5 to 6 Years,2011,TAFE
356,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,3 to 4 Years,2011,TAFE
357,False,False,False,False,True,False,False,False,False,False,False,False,Male,21–25,1 to 2 Years,2011,TAFE
358,False,False,False,False,False,False,True,False,False,False,False,True,Female,56+,20 Plus Years,2011,TAFE
359,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,20 Plus Years,2011,TAFE
360,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,11 to 20 Years,2011,TAFE
361,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE
362,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,3 to 4 Years,2011,TAFE
363,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,11 to 20 Years,2011,TAFE
364,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2011,TAFE
365,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,11 to 20 Years,2011,TAFE
366,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE
367,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2011,TAFE
368,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2011,TAFE
369,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,20 Plus Years,2011,TAFE
370,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,5 to 6 Years,2011,TAFE
371,False,False,False,False,False,False,True,True,True,False,False,True,Female,51-55,Under 1 Year,2011,TAFE
372,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,20 Plus Years,2011,TAFE
373,False,False,False,True,True,True,False,False,False,False,False,False,Female,,,2011,TAFE
374,False,False,False,False,False,False,True,False,False,False,False,False,Female,46–50,3 to 4 Years,2011,TAFE
375,False,False,False,False,False,False,True,True,True,False,False,True,Female,41–45,1 to 2 Years,2011,TAFE
376,False,True,False,False,False,False,False,False,False,True,True,True,Female,56+,7 to 10 Years,2011,TAFE
377,True,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,3 to 4 Years,2011,TAFE
378,False,False,False,False,False,False,False,True,False,False,False,False,Female,26–30,Under 1 Year,2011,TAFE
379,False,False,False,False,False,False,False,True,True,False,False,True,Female,,,2012,TAFE
380,False,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,Under 1 Year,2012,TAFE
381,False,False,False,False,False,False,False,False,False,True,True,True,Female,51-55,3 to 4 Years,2011,TAFE
382,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,3 to 4 Years,2011,TAFE
383,False,True,False,False,False,False,True,True,True,True,True,True,Female,41–45,Under 1 Year,2011,TAFE
384,False,False,False,False,False,False,True,False,False,False,False,True,Female,31–35,3 to 4 Years,2012,TAFE
385,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE
386,False,False,True,True,False,False,False,False,False,False,False,False,Male,41–45,3 to 4 Years,2012,TAFE
387,False,False,False,False,False,False,False,False,False,False,False,False,Male,31–35,Under 1 Year,2012,TAFE
388,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,Under 1 Year,2012,TAFE
389,False,False,True,False,False,False,False,False,False,False,False,False,Female,36–40,5 to 6 Years,2012,TAFE
390,False,False,False,False,False,False,False,True,True,True,True,True,Female,18-20,Under 1 Year,2012,TAFE
391,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE
392,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
393,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,TAFE
394,False,False,False,False,False,False,False,False,False,True,True,True,Male,41–45,1 to 2 Years,2012,TAFE
395,False,False,False,True,False,False,False,False,False,False,False,False,Female,31–35,1 to 2 Years,2012,TAFE
396,True,False,False,False,False,False,False,False,True,True,True,True,Female,31–35,Under 1 Year,2012,TAFE
397,False,False,False,False,False,False,False,False,False,True,True,True,Female,41–45,Under 1 Year,2012,TAFE
398,True,False,False,False,False,False,False,False,False,False,False,False,Male,36–40,7 to 10 Years,2012,TAFE
399,False,False,False,False,True,False,False,True,True,False,False,True,Male,41–45,1 to 2 Years,2012,TAFE
400,True,False,False,False,False,False,True,False,False,True,True,True,Female,26–30,1 to 2 Years,2012,TAFE
401,False,False,False,True,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,TAFE
402,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE
403,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,Under 1 Year,2012,TAFE
404,False,False,False,False,False,True,False,False,True,False,True,False,Female,51-55,1 to 2 Years,2012,TAFE
405,True,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,11 to 20 Years,2012,TAFE
406,False,False,False,False,False,False,True,False,False,True,True,True,Female,56+,11 to 20 Years,2012,TAFE
407,False,False,False,False,False,False,False,False,False,False,True,False,Male,26–30,7 to 10 Years,2012,TAFE
408,False,False,False,False,False,False,False,False,False,True,True,True,Male,41–45,5 to 6 Years,2012,TAFE
409,True,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE
410,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,7 to 10 Years,2012,TAFE
411,False,False,False,True,False,False,False,False,False,False,False,False,Male,56+,5 to 6 Years,2012,TAFE
412,False,False,False,False,True,False,False,False,False,False,False,False,Male,,,2012,TAFE
413,False,False,False,False,False,False,False,False,False,True,False,True,Female,41–45,11 to 20 Years,2012,TAFE
414,False,False,False,False,False,False,True,False,False,False,True,True,Female,56+,11 to 20 Years,2012,TAFE
415,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
416,False,False,False,False,False,False,True,False,False,True,True,True,Female,31–35,3 to 4 Years,2012,TAFE
417,False,False,False,False,False,False,False,False,False,True,False,True,Female,26–30,Under 1 Year,2012,TAFE
418,False,False,False,False,False,False,False,False,False,False,True,False,Female,31–35,Under 1 Year,2012,TAFE
419,False,False,False,True,True,False,False,False,False,False,False,False,Female,26–30,5 to 6 Years,2012,TAFE
420,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,1 to 2 Years,2012,TAFE
421,True,False,False,False,True,False,False,False,False,False,False,False,Male,36–40,11 to 20 Years,2012,TAFE
422,False,False,False,False,False,False,False,False,False,True,False,False,Female,56+,11 to 20 Years,2012,TAFE
423,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,2012,TAFE
424,False,False,False,False,False,False,True,False,False,False,False,True,Female,18-20,3 to 4 Years,2012,TAFE
425,False,False,False,False,False,False,True,False,False,False,False,False,Male,,,2012,TAFE
426,False,False,False,False,False,False,False,False,False,True,True,True,Male,56+,Under 1 Year,2012,TAFE
427,False,False,False,False,False,False,False,False,False,True,True,True,Female,51-55,3 to 4 Years,2012,TAFE
428,False,False,False,False,False,False,False,True,False,True,True,True,Female,41–45,Under 1 Year,2012,TAFE
429,False,False,False,False,False,False,False,False,True,True,True,True,Female,36–40,Under 1 Year,2012,TAFE
430,False,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,Under 1 Year,2012,TAFE
431,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2012,TAFE
432,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2012,TAFE
433,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE
434,False,False,True,False,False,False,False,False,False,False,False,False,Female,21–25,1 to 2 Years,2012,TAFE
435,False,False,False,False,False,False,False,False,False,True,True,True,Male,18-20,1 to 2 Years,2012,TAFE
436,False,False,False,False,False,False,True,False,False,False,False,False,Female,26–30,7 to 10 Years,2012,TAFE
437,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE
438,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,3 to 4 Years,2012,TAFE
439,True,False,False,False,False,False,False,False,True,False,False,False,Female,26–30,Under 1 Year,2012,TAFE
440,False,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,3 to 4 Years,2012,TAFE
441,False,False,True,True,False,True,False,False,True,False,False,False,Male,36–40,3 to 4 Years,2011,TAFE
442,True,False,False,False,False,True,False,False,False,False,False,False,Male,31–35,5 to 6 Years,2011,TAFE
443,False,True,False,False,True,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE
444,False,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE
445,False,False,False,False,False,False,False,True,False,True,True,True,Female,56+,11 to 20 Years,2012,TAFE
446,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
447,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,Under 1 Year,2012,TAFE
448,False,False,False,False,False,False,True,False,True,False,True,True,Female,56+,1 to 2 Years,2012,TAFE
449,False,False,False,False,False,False,False,False,False,False,False,False,Male,31–35,Under 1 Year,2012,TAFE
450,False,False,False,False,False,False,False,False,True,True,True,True,Female,46–50,1 to 2 Years,2012,TAFE
451,False,False,False,False,False,False,False,False,True,False,True,True,Male,21–25,1 to 2 Years,2012,TAFE
452,False,False,False,True,False,False,False,False,False,False,False,False,Male,41–45,1 to 2 Years,2012,TAFE
453,True,False,False,True,True,False,False,False,False,True,False,False,Female,31–35,1 to 2 Years,2012,TAFE
454,False,False,False,False,False,False,False,False,False,False,False,True,Female,21–25,7 to 10 Years,2012,TAFE
455,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE
456,False,False,False,False,False,False,False,False,False,True,True,True,Female,31–35,Under 1 Year,2012,TAFE
457,False,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,Under 1 Year,2012,TAFE
458,False,False,False,False,False,False,False,False,False,True,True,True,Female,46–50,3 to 4 Years,2012,TAFE
459,False,False,False,False,False,False,False,True,True,True,True,True,Female,51-55,Under 1 Year,2012,TAFE
460,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2012,TAFE
461,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,1 to 2 Years,2012,TAFE
462,False,False,False,False,False,False,True,False,False,True,True,True,Female,41–45,7 to 10 Years,2012,TAFE
463,False,False,False,False,False,False,False,True,False,False,True,False,Male,56+,20 Plus Years,2012,TAFE
464,False,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,3 to 4 Years,2012,TAFE
465,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,Under 1 Year,2012,TAFE
466,False,False,False,False,False,False,False,False,False,False,False,True,Female,31–35,3 to 4 Years,2012,TAFE
467,False,False,False,False,False,False,False,False,False,True,False,True,Female,51-55,20 Plus Years,2012,TAFE
468,False,False,False,False,False,False,False,True,True,True,True,True,Female,26–30,Under 1 Year,2012,TAFE
469,False,False,False,False,False,False,False,False,False,True,False,False,Female,46–50,Under 1 Year,2012,TAFE
470,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE
471,False,False,False,False,False,False,False,True,True,True,True,False,Female,51-55,Under 1 Year,2012,TAFE
472,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE
473,False,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,1 to 2 Years,2012,TAFE
474,False,False,False,False,False,False,False,False,False,False,True,False,Male,36–40,Under 1 Year,2012,TAFE
475,False,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE
476,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE
477,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,1 to 2 Years,2012,TAFE
478,False,False,False,False,True,False,True,False,False,False,False,False,Female,36–40,5 to 6 Years,2012,TAFE
479,False,False,False,False,False,False,False,False,False,True,True,False,Female,,,2012,TAFE
480,False,False,False,False,False,False,False,False,False,True,True,False,Female,26–30,Under 1 Year,2012,TAFE
481,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,11 to 20 Years,2012,TAFE
482,False,False,False,False,False,False,False,False,False,True,True,False,Female,41–45,1 to 2 Years,2012,TAFE
483,False,False,False,False,False,False,False,True,False,False,False,False,Male,41–45,1 to 2 Years,2012,TAFE
484,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,Under 1 Year,2012,TAFE
485,False,False,False,False,False,False,False,False,False,True,True,False,Female,46–50,Under 1 Year,2012,TAFE
486,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE
487,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,1 to 2 Years,2012,TAFE
488,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,5 to 6 Years,2012,TAFE
489,False,False,False,False,False,False,False,False,False,True,True,False,Female,56+,Under 1 Year,2012,TAFE
490,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,Under 1 Year,2012,TAFE
491,False,False,False,False,False,False,False,False,False,True,False,False,Male,56+,11 to 20 Years,2012,TAFE
492,False,False,False,False,False,False,False,False,False,False,False,False,Male,46–50,3 to 4 Years,2012,TAFE
493,False,False,False,False,False,False,False,False,True,True,True,True,Female,31–35,1 to 2 Years,2012,TAFE
494,False,False,False,False,False,False,False,False,False,True,True,True,Male,56+,1 to 2 Years,2012,TAFE
495,True,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE
496,False,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,1 to 2 Years,2012,TAFE
497,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2012,TAFE
498,False,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,Under 1 Year,2012,TAFE
499,False,False,False,False,False,False,False,True,True,True,True,True,Female,36–40,Under 1 Year,2012,TAFE
500,False,False,False,False,False,False,False,False,True,True,True,True,Male,46–50,3 to 4 Years,2012,TAFE
501,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2012,TAFE
502,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE
503,True,False,False,False,False,False,True,False,False,False,False,False,Female,46–50,Under 1 Year,2012,TAFE
504,False,False,False,False,False,False,False,False,False,False,False,False,Male,31–35,Under 1 Year,2012,TAFE
505,True,False,False,False,False,False,True,False,False,False,False,False,Male,46–50,11 to 20 Years,2012,TAFE
506,True,False,False,True,False,False,False,False,False,False,False,False,Male,36–40,Under 1 Year,2012,TAFE
507,False,False,False,False,False,False,False,False,False,False,False,False,Male,21–25,1 to 2 Years,2012,TAFE
508,False,False,False,False,True,False,True,False,False,False,False,False,Female,36–40,1 to 2 Years,2012,TAFE
509,False,False,False,False,False,False,False,True,True,True,True,True,Female,21–25,Under 1 Year,2012,TAFE
510,False,False,False,False,False,False,False,False,False,False,True,True,Female,31–35,Under 1 Year,2012,TAFE
511,False,False,False,False,False,False,False,False,True,True,True,False,Male,56+,20 Plus Years,2012,TAFE
512,False,True,False,True,False,False,False,False,False,False,False,False,Female,51-55,5 to 6 Years,2012,TAFE
513,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2011,TAFE
514,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE
515,False,False,False,False,False,False,False,True,True,True,True,True,Female,51-55,1 to 2 Years,2012,TAFE
516,False,False,False,False,False,False,True,False,False,False,False,False,Female,21–25,1 to 2 Years,2012,TAFE
517,False,False,False,False,False,False,True,True,False,True,True,True,Female,41–45,11 to 20 Years,2012,TAFE
518,False,False,False,True,False,False,False,False,False,True,False,True,Female,26–30,Under 1 Year,2012,TAFE
519,False,False,True,False,False,False,False,True,False,True,False,False,Male,31–35,1 to 2 Years,2012,TAFE
520,True,False,False,True,False,False,False,False,False,False,False,True,Female,41–45,5 to 6 Years,2012,TAFE
521,False,False,False,False,False,False,False,False,False,True,False,True,Female,51-55,20 Plus Years,2012,TAFE
522,False,False,False,False,False,False,False,True,True,True,True,True,Female,21–25,3 to 4 Years,2012,TAFE
523,True,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,Under 1 Year,2012,TAFE
524,False,False,False,True,False,False,False,False,False,True,True,True,Male,56+,1 to 2 Years,2012,TAFE
525,False,True,False,True,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2012,TAFE
526,False,False,False,False,False,False,True,False,False,False,False,False,Male,26–30,3 to 4 Years,2012,TAFE
527,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE
528,False,False,False,False,True,True,False,False,False,False,False,False,Female,46–50,7 to 10 Years,2012,TAFE
529,False,True,False,False,False,False,False,False,True,False,False,False,Female,56+,11 to 20 Years,2012,TAFE
530,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE
531,True,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,Under 1 Year,2012,TAFE
532,False,False,False,False,False,False,True,True,False,True,True,True,Male,26–30,3 to 4 Years,2012,TAFE
533,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
534,False,False,False,False,True,False,False,False,False,False,False,False,Female,21–25,1 to 2 Years,2012,TAFE
535,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
536,True,False,False,False,False,False,False,False,False,True,True,True,Female,26–30,1 to 2 Years,2012,TAFE
537,True,False,False,False,False,False,False,False,False,False,True,True,Male,36–40,1 to 2 Years,2012,TAFE
538,True,False,False,False,True,False,True,False,False,False,False,True,Female,21–25,1 to 2 Years,2012,TAFE
539,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
540,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE
541,False,False,False,False,False,False,False,False,False,True,True,True,Female,26–30,Under 1 Year,2012,TAFE
542,True,False,False,False,False,False,False,True,True,True,True,True,Male,21–25,1 to 2 Years,2012,TAFE
543,False,False,False,False,False,False,False,False,True,False,False,False,Female,31–35,3 to 4 Years,2013,TAFE
544,False,True,False,True,True,False,False,False,False,False,False,False,Female,18-20,3 to 4 Years,2012,TAFE
545,True,False,False,False,False,False,True,False,True,False,False,True,Male,51-55,1 to 2 Years,2012,TAFE
546,True,False,False,False,False,False,False,False,False,False,False,False,Male,56+,3 to 4 Years,2012,TAFE
547,False,False,False,False,False,False,False,False,False,False,True,False,Female,36–40,Under 1 Year,2012,TAFE
548,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE
549,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,TAFE
550,True,False,False,False,True,False,True,False,False,False,False,False,Female,26–30,3 to 4 Years,2012,TAFE
551,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,3 to 4 Years,2012,TAFE
552,False,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,11 to 20 Years,2012,TAFE
553,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2012,TAFE
554,False,False,False,False,False,False,False,False,False,False,False,False,Female,21–25,1 to 2 Years,2012,TAFE
555,False,False,False,False,False,False,True,True,False,True,True,True,Female,36–40,11 to 20 Years,2012,TAFE
556,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,Under 1 Year,2012,TAFE
557,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,TAFE
558,True,False,False,False,False,False,False,True,True,True,True,False,Female,41–45,1 to 2 Years,2012,TAFE
559,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,5 to 6 Years,2012,TAFE
560,False,False,False,False,False,False,False,False,False,False,False,True,Male,56+,20 Plus Years,2012,TAFE
561,False,False,False,False,False,False,False,False,True,False,False,True,Male,21–25,1 to 2 Years,2012,TAFE
562,False,False,False,False,False,False,False,False,False,False,False,True,Male,56+,20 Plus Years,2012,TAFE
563,True,False,False,False,False,False,True,True,False,True,True,True,Male,46–50,Under 1 Year,2012,TAFE
564,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,TAFE
565,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
566,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE
567,False,False,True,False,False,False,False,False,False,False,False,False,Male,51-55,7 to 10 Years,2012,TAFE
568,False,False,False,False,False,False,False,True,True,True,True,True,Female,56+,11 to 20 Years,2010,TAFE
569,False,False,False,False,False,False,False,False,False,False,False,False,Female,41–45,5 to 6 Years,2012,TAFE
570,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,TAFE
571,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2012,TAFE
572,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,TAFE
573,False,True,False,False,False,False,False,True,False,False,False,False,Male,36–40,7 to 10 Years,2012,TAFE
574,False,False,False,False,False,False,False,False,False,False,False,False,Female,31–35,Under 1 Year,2012,TAFE
575,False,False,False,False,False,False,False,False,False,False,False,True,Female,41–45,Under 1 Year,2012,TAFE
576,True,False,False,False,False,False,False,False,False,False,False,False,Female,36–40,7 to 10 Years,2012,TAFE
